Fp2-Cz,Fp1-Cz,F8-Cz,F7-Cz,F4-Cz,F3-Cz,A2-Cz,A1-Cz,T4-Cz,T3-Cz,C4-Cz,C3-Cz,T6-Cz,T5-Cz,P4-Cz,P3-Cz,O2-Cz,O1-Cz,Fz-Cz,Cz-Cz,Pz-Cz
-2.42,17.15,-1.51,4.08,9.64,7.53,3.89,6.49,0.76,4.41,4.04,3.90,6.65,4.75,4.77,-0.52,6.94,2.35,3.91,0.00,1.87
-4.01,17.33,-3.62,4.76,8.75,8.26,3.68,3.42,-0.14,4.17,4.04,4.09,6.48,4.53,4.96,-0.66,6.83,2.84,3.24,0.00,1.89
-7.48,15.48,-6.55,2.69,7.35,7.53,3.25,1.20,-0.69,2.95,3.16,4.35,5.62,4.58,4.53,0.15,6.51,3.42,2.21,0.00,2.18
-10.81,12.57,-9.19,1.97,5.94,6.61,2.73,-1.76,-0.84,2.24,2.25,4.94,4.34,5.02,3.89,1.13,5.86,3.60,1.41,0.00,2.62
-11.24,9.49,-9.04,-1.15,5.54,4.61,2.84,-3.66,-0.32,2.24,1.93,5.52,3.77,5.64,3.52,1.38,5.24,3.36,0.59,0.00,2.36
-6.44,10.34,-3.93,-3.44,7.74,3.35,4.18,-1.21,1.51,3.92,3.15,5.72,4.95,7.26,4.38,2.20,5.65,4.51,1.17,0.00,2.34
-0.99,13.28,1.80,-2.49,10.09,3.01,6.19,3.87,3.40,5.48,4.87,5.32,6.44,8.24,4.86,2.80,6.38,5.99,1.99,0.00,2.17
4.41,17.54,6.97,0.48,12.55,4.67,5.85,6.95,4.79,6.20,6.00,5.17,5.47,7.81,4.49,2.83,5.34,5.81,3.60,0.00,1.58
7.17,20.72,9.86,2.85,14.18,5.95,5.28,6.81,6.00,6.46,6.55,5.51,4.77,7.36,4.51,3.18,4.31,5.62,4.99,0.00,0.85
5.65,20.34,10.02,2.29,14.08,5.53,4.27,5.52,5.43,6.04,6.73,5.06,3.51,6.05,3.77,2.83,2.83,5.21,5.19,0.00,0.11
1.99,17.03,7.49,-0.35,12.81,4.40,4.60,3.14,5.20,4.59,6.83,4.46,3.12,4.55,3.42,2.21,1.98,4.80,4.60,0.00,0.07
-1.34,14.08,5.10,-3.25,11.44,2.71,5.68,0.85,6.24,2.77,6.99,3.36,3.82,4.50,3.77,2.04,2.05,5.03,4.00,0.00,0.71
-2.24,12.15,4.52,-5.29,10.93,1.36,6.85,-0.51,7.20,1.36,7.34,2.62,4.67,5.18,4.64,2.18,2.23,5.26,3.78,0.00,1.77
-1.68,10.53,5.25,-8.32,10.88,-0.04,8.08,-2.12,8.19,-0.03,7.50,1.86,4.90,4.35,5.21,1.66,1.93,3.93,3.70,0.00,2.35
-2.41,9.04,5.66,-12.45,10.57,-1.14,9.42,-3.01,8.59,-1.31,7.42,1.55,5.17,3.35,5.75,1.58,2.11,3.39,3.18,0.00,2.82
-3.47,8.01,4.64,-14.42,9.87,-1.91,8.94,-2.89,7.84,-1.85,6.94,1.40,4.42,2.08,5.85,1.18,1.82,2.47,2.87,0.00,2.72
-4.09,8.75,3.57,-14.83,9.59,-1.47,7.75,-3.88,6.64,-2.37,6.19,1.59,3.62,1.41,5.88,1.55,1.46,2.53,3.33,0.00,2.96
-5.78,8.23,1.55,-13.85,8.26,0.32,5.30,-4.46,4.59,-1.43,4.86,2.96,2.86,2.69,5.29,2.78,1.32,4.13,2.80,0.00,3.76
-7.11,6.85,0.49,-13.99,7.01,1.40,3.33,-2.37,3.82,-0.57,4.39,4.35,2.36,4.41,4.98,3.42,1.21,5.11,2.06,0.00,5.01
-7.61,6.02,0.35,-13.68,6.57,0.37,2.35,1.99,4.39,0.88,4.36,4.38,2.71,5.53,4.95,3.32,1.28,5.55,1.38,0.00,5.91
-7.12,7.36,0.74,-13.74,6.54,-1.53,1.94,3.06,4.85,0.65,4.15,3.25,3.12,3.97,5.08,2.16,1.40,4.72,1.72,0.00,5.96
-5.85,9.34,0.95,-13.43,6.92,-2.49,0.20,1.49,4.08,0.14,4.03,2.12,2.47,2.67,4.90,0.96,1.27,3.61,1.85,0.00,5.42
-4.99,10.90,1.12,-12.75,7.60,-2.18,-0.76,-1.53,3.60,-0.17,4.23,1.99,2.11,1.53,5.01,0.61,1.31,3.17,2.38,0.00,5.05
-5.34,10.72,1.33,-11.09,7.80,-2.00,-1.08,-7.58,3.45,-1.86,4.63,1.51,1.60,-0.56,5.06,0.14,0.99,2.15,2.69,0.00,4.84
-8.14,8.49,1.25,-13.07,7.47,-3.36,-0.41,-12.26,3.26,-3.22,4.99,1.03,1.94,-1.75,5.24,-0.53,0.85,1.64,1.89,0.00,4.21
-11.63,6.37,-0.46,-14.37,6.14,-4.78,1.22,-13.09,3.31,-3.04,5.30,1.14,3.13,-1.38,6.00,-0.58,2.33,2.27,0.97,0.00,4.13
-12.35,7.67,-1.01,-12.96,5.88,-4.47,2.19,-10.53,3.73,-1.15,6.06,2.42,3.75,-0.43,6.40,0.41,3.79,3.52,1.30,0.00,4.38
-11.65,10.32,-0.60,-12.63,6.51,-4.06,2.55,-9.38,4.10,-0.56,6.51,2.67,4.06,-0.26,6.41,1.14,4.54,4.58,1.48,0.00,4.43
-10.30,11.43,-0.68,-13.19,7.29,-4.18,3.00,-7.87,4.04,-1.37,6.44,1.77,4.95,-0.94,6.37,0.77,4.33,3.80,1.26,0.00,4.62
-8.91,11.11,-1.02,-11.56,8.06,-3.53,1.88,-4.28,3.53,-1.05,6.15,1.00,5.51,-1.13,6.29,0.44,3.82,2.71,1.04,0.00,4.67
-8.27,10.52,-0.84,-10.85,8.74,-2.69,0.63,-0.83,3.64,-0.16,6.31,0.84,5.88,-0.09,6.45,0.34,3.13,2.82,0.83,0.00,4.80
-8.80,9.98,-0.04,-10.65,8.94,-2.12,1.53,-0.71,4.43,-0.14,6.63,0.38,6.51,-1.05,6.59,-0.37,2.52,1.48,0.25,0.00,4.04
-9.07,9.57,0.94,-9.89,8.85,-1.52,2.87,-1.03,4.62,0.00,6.72,0.01,6.58,-2.11,6.66,-1.09,2.36,0.05,0.13,0.00,3.53
-9.46,9.06,1.12,-9.46,8.78,-0.55,4.32,-0.34,4.46,0.11,7.18,0.07,7.25,-1.80,7.28,-1.21,3.34,-0.04,0.41,0.00,3.89
-9.41,9.59,0.83,-7.64,8.57,0.60,4.00,-0.35,3.91,-0.13,7.32,0.34,6.34,-2.24,6.61,-2.44,3.03,-1.45,1.14,0.00,3.11
-8.81,9.66,0.68,-7.38,8.41,0.12,2.73,-3.71,2.87,-0.60,6.68,0.19,4.99,-3.33,5.18,-3.94,2.21,-3.36,1.39,0.00,1.57
-7.46,10.22,1.42,-6.04,9.47,-0.24,2.04,-11.98,2.38,-1.21,6.06,-0.11,3.79,-5.45,3.81,-5.02,1.17,-5.15,2.06,0.00,-0.16
-5.59,11.66,3.27,-4.93,10.94,-0.12,2.83,-18.66,2.69,-1.55,5.71,0.11,4.06,-6.13,3.63,-5.20,1.66,-5.04,3.42,0.00,-0.39
-5.33,11.21,4.20,-3.27,10.94,-0.24,4.30,-19.56,3.59,-1.55,5.23,0.64,4.80,-5.39,3.76,-5.01,2.84,-4.76,3.93,0.00,0.12
-6.06,10.60,1.87,-1.10,9.59,0.61,3.94,-16.81,2.10,0.16,3.29,1.77,3.78,-4.67,2.27,-4.86,2.28,-5.47,4.07,0.00,-0.04
-5.52,11.18,-0.04,-2.31,9.18,0.72,2.43,-14.39,-0.10,1.53,1.01,2.10,1.49,-4.28,-0.22,-4.99,0.13,-7.29,4.39,0.00,-1.22
-5.26,11.65,-0.57,-3.31,9.20,-0.05,1.22,-13.13,-1.14,2.23,-0.75,1.46,0.06,-3.74,-2.11,-5.51,-1.67,-8.40,4.45,0.00,-1.41
-5.72,12.40,-1.94,-1.91,8.85,0.44,-0.87,-12.30,-2.97,3.07,-2.42,1.51,-1.86,-3.32,-3.73,-5.55,-3.49,-9.09,3.96,0.00,-1.79
-4.88,14.22,-2.45,1.05,9.02,2.27,-2.38,-9.95,-4.66,4.49,-3.69,2.62,-2.64,-2.14,-5.04,-4.67,-4.54,-8.61,4.27,0.00,-2.01
-3.77,16.81,-3.38,2.42,9.11,4.29,-2.06,-6.07,-5.67,6.24,-4.74,4.41,-2.53,-0.03,-5.21,-2.86,-3.94,-6.82,5.34,0.00,-1.76
-2.82,17.99,-3.88,1.65,9.10,4.93,-1.67,-3.38,-6.09,7.01,-5.58,5.43,-2.85,1.25,-5.05,-1.78,-3.73,-5.99,5.58,0.00,-1.81
-2.36,16.61,-3.27,0.55,8.69,4.44,-1.09,-3.47,-5.60,6.42,-5.46,5.70,-2.79,1.75,-4.41,-1.25,-3.98,-5.95,4.97,0.00,-1.86
-1.71,15.10,-2.53,-1.45,8.15,3.43,-1.56,-6.31,-5.44,4.72,-5.29,5.51,-3.39,0.34,-4.28,-1.63,-5.00,-7.20,4.77,0.00,-1.89
-0.66,15.01,-1.84,-1.50,8.11,3.03,-1.64,-8.21,-4.89,3.58,-5.06,4.70,-4.04,-0.56,-4.27,-2.13,-5.62,-8.80,4.28,0.00,-2.11
-1.48,15.70,-2.29,1.83,7.61,3.95,-1.44,-7.53,-4.73,3.94,-5.25,4.48,-3.88,0.55,-3.75,-1.90,-5.12,-8.44,4.02,0.00,-2.11
-4.28,15.93,-3.86,2.19,6.25,4.23,-0.45,-4.77,-5.44,5.46,-5.87,4.95,-2.59,3.79,-2.91,-0.63,-3.62,-5.89,3.63,0.00,-1.18
-6.49,15.70,-4.97,1.37,5.48,4.70,-0.81,-3.19,-7.01,5.83,-5.65,4.62,-2.61,3.61,-2.87,-0.85,-4.29,-6.41,3.84,0.00,-1.52
-7.77,15.12,-5.03,0.38,5.56,4.85,-1.82,-1.46,-7.93,5.27,-4.70,3.78,-3.54,1.87,-3.28,-2.28,-5.76,-7.88,4.22,0.00,-2.18
-7.58,13.99,-3.77,-1.86,6.47,3.47,-1.16,1.15,-7.30,3.19,-3.11,2.51,-3.11,-0.07,-3.15,-3.16,-5.73,-8.63,4.86,0.00,-2.46
-6.83,13.89,-2.87,-3.59,7.48,3.00,-0.06,1.62,-6.53,1.06,-1.55,2.33,-2.47,-1.17,-2.53,-3.71,-4.91,-8.98,5.74,0.00,-2.45
-6.65,13.65,-3.12,-2.95,7.94,4.58,0.16,-0.75,-6.70,-0.08,-0.75,2.72,-2.34,-1.69,-1.69,-3.64,-3.75,-8.87,6.21,0.00,-2.20
-7.14,12.80,-2.18,-4.42,8.54,4.32,0.08,-1.87,-6.08,-1.55,0.49,2.06,-1.55,-1.73,-0.86,-3.80,-1.66,-7.73,6.13,0.00,-1.92
-7.70,11.80,-0.94,-5.63,9.24,2.22,-0.87,0.34,-5.00,-2.42,1.85,0.95,-1.20,-0.12,-0.36,-3.52,-0.10,-5.29,5.20,0.00,-1.63
-8.20,11.35,-0.05,-4.15,9.83,1.83,-0.48,-2.42,-2.80,-4.46,3.15,-0.05,-0.93,-2.66,0.28,-4.94,-0.16,-6.42,4.64,0.00,-1.93
-8.55,11.14,0.76,-5.25,10.60,0.90,0.47,-5.18,-0.88,-6.52,4.09,-1.47,0.29,-5.05,1.39,-6.39,0.26,-7.12,3.98,0.00,-1.93
-7.83,11.70,1.91,-7.18,12.05,-0.42,1.06,-5.44,1.04,-7.10,5.00,-2.42,2.47,-5.08,3.34,-6.34,1.75,-5.07,3.84,0.00,-0.90
-7.34,12.79,2.14,-7.88,12.35,-1.39,1.35,-6.66,1.62,-7.51,4.71,-2.80,3.17,-4.46,3.73,-6.04,1.88,-3.64,3.46,0.00,-0.62
-6.10,13.31,2.78,-7.41,12.59,-1.18,2.16,-8.53,1.77,-7.45,4.31,-2.64,2.77,-4.00,3.79,-5.48,1.67,-2.30,3.26,0.00,-0.22
-5.10,12.55,3.65,-6.53,13.00,-0.71,1.44,-7.90,1.42,-6.89,3.85,-2.21,1.82,-3.10,3.42,-4.85,1.23,-1.35,3.32,0.00,0.42
-4.91,11.90,2.60,-5.09,12.72,0.29,-0.42,-3.72,0.69,-4.76,3.44,-0.64,0.78,-1.19,2.81,-3.96,1.26,-0.10,3.25,0.00,0.75
-4.79,11.64,1.27,-3.56,11.82,1.57,-3.33,1.83,-0.20,-2.82,2.67,0.55,-1.06,1.19,1.86,-3.28,0.67,0.73,3.30,0.00,0.79
-5.48,11.15,0.86,-4.59,10.86,1.48,-2.96,5.80,0.69,-1.67,2.49,0.94,-1.40,2.98,1.62,-2.30,0.74,2.06,3.10,0.00,1.66
-6.57,10.36,1.44,-8.12,10.21,0.06,1.03,6.95,2.99,-2.25,3.28,1.05,1.35,3.57,2.99,-1.30,2.69,4.29,2.51,0.00,3.19
-8.08,9.25,0.85,-9.99,9.11,-1.26,4.89,4.04,4.80,-4.36,3.32,0.47,3.38,2.50,3.68,-1.39,3.90,5.00,1.50,0.00,3.88
-10.04,8.03,-0.84,-9.79,7.54,-1.07,7.27,0.32,5.45,-4.91,3.21,0.18,4.20,2.51,3.49,-1.20,4.38,5.72,0.40,0.00,4.12
-11.17,7.23,-1.76,-10.70,6.29,-1.58,8.66,-2.45,5.94,-5.19,2.82,-0.58,4.76,1.50,3.31,-2.15,4.10,5.26,0.05,0.00,3.60
-11.03,7.84,-2.24,-11.94,5.30,-2.28,8.46,-4.10,5.17,-4.79,2.74,-0.96,4.73,1.58,3.50,-2.54,4.14,5.51,0.45,0.00,3.38
-11.83,7.49,-3.62,-13.30,3.84,-2.47,7.72,-3.06,3.51,-4.06,2.34,-0.87,4.57,2.54,3.44,-2.29,4.37,6.12,-0.33,0.00,3.71
-12.97,6.95,-4.87,-13.06,2.27,-2.12,5.75,-0.37,1.99,-3.15,1.38,-0.72,4.66,3.30,3.43,-2.05,4.66,6.71,-1.38,0.00,3.93
-14.14,6.18,-5.93,-10.06,1.01,-1.63,3.08,2.25,1.06,-2.51,0.31,-0.57,4.10,3.34,3.18,-2.16,4.67,6.66,-2.30,0.00,3.99
-13.64,6.94,-5.89,-7.59,1.46,-0.31,2.95,3.90,1.43,-1.07,0.82,0.48,4.97,4.08,4.29,-1.51,6.04,7.20,-2.19,0.00,4.66
-11.75,8.94,-4.74,-8.15,2.78,0.80,2.71,3.81,1.90,0.02,1.89,1.62,5.83,4.66,5.36,-0.83,6.72,7.68,-1.36,0.00,4.80
-10.31,11.04,-2.64,-7.87,4.07,1.85,2.80,4.66,2.02,1.53,2.76,2.71,6.32,6.13,6.25,0.40,7.69,9.07,-0.33,0.00,5.81
-8.70,14.44,-0.69,-4.65,5.34,4.40,3.05,5.27,2.64,2.98,3.49,3.82,6.81,6.29,6.50,1.43,7.89,8.94,1.14,0.00,6.03
-6.24,17.76,0.56,-2.14,6.77,5.91,3.19,4.52,3.48,3.50,4.22,3.66,7.00,5.32,6.58,1.56,8.08,8.34,2.33,0.00,6.19
-5.52,18.28,0.27,-1.01,7.16,6.01,2.78,7.09,3.30,4.26,4.54,3.14,7.71,6.31,7.42,1.80,9.57,9.57,2.73,0.00,6.89
-4.29,17.80,0.29,-0.17,7.68,6.17,2.88,10.49,3.63,5.53,5.06,3.31,9.15,8.16,9.26,2.17,12.35,11.07,2.94,0.00,7.58
-2.76,18.42,0.33,2.25,8.09,7.28,2.13,9.64,2.71,6.93,5.14,4.07,8.55,8.41,9.72,2.12,12.54,10.46,2.81,0.00,6.96
-0.89,19.49,-0.06,4.00,8.59,8.30,1.25,6.69,1.57,7.74,5.29,4.72,7.60,7.17,9.00,1.65,11.01,8.88,3.11,0.00,5.92
-0.85,19.44,0.59,2.60,9.02,7.84,1.77,4.91,2.04,7.32,5.56,4.56,7.99,5.52,8.65,1.42,10.65,7.83,3.47,0.00,5.61
-3.04,18.64,0.52,0.42,8.40,7.62,2.77,3.20,2.26,6.49,4.82,4.41,8.51,3.78,8.24,1.09,10.85,6.77,3.60,0.00,5.48
-5.65,19.14,-0.52,1.93,7.60,10.32,0.97,1.95,1.11,7.27,3.23,5.75,6.20,2.64,6.35,0.62,8.64,4.10,3.88,0.00,4.47
-7.74,18.71,-1.38,2.38,6.97,11.18,0.05,1.84,0.18,7.79,2.22,6.02,4.34,1.96,4.55,-0.05,6.71,1.32,3.56,0.00,3.49
-9.05,16.44,-2.04,-0.17,5.89,7.21,1.50,1.50,-0.00,6.64,1.23,3.31,3.94,0.84,3.17,-1.70,5.50,-0.82,2.02,0.00,2.43
-10.03,14.01,-2.16,-2.48,4.88,4.34,3.46,2.89,-0.31,5.21,0.71,1.05,4.05,0.14,2.52,-3.12,5.06,-2.11,0.87,0.00,1.51
-11.11,13.04,-3.27,-3.24,4.49,4.30,3.98,4.08,-0.81,4.59,0.11,0.82,3.85,-1.04,2.41,-4.12,4.78,-2.94,0.55,0.00,0.90
-11.19,13.16,-4.64,-1.92,4.41,6.15,3.68,6.94,-1.56,6.40,-0.13,2.09,3.87,-0.02,2.46,-3.25,4.94,-2.72,0.98,0.00,0.79
-9.74,12.85,-5.02,-3.05,5.10,6.96,5.01,8.06,-1.62,6.55,0.37,2.36,4.98,-0.65,2.74,-2.95,6.28,-3.39,1.74,0.00,1.09
-8.39,11.81,-4.79,-5.55,5.84,6.43,4.67,6.87,-2.01,5.04,0.44,2.28,4.73,-2.31,2.57,-3.37,6.29,-5.25,1.69,0.00,0.86
-9.33,9.66,-5.69,-6.79,5.39,6.02,3.45,3.81,-3.05,2.87,-0.16,2.24,3.94,-4.13,2.42,-4.20,5.41,-7.12,1.15,0.00,0.30
-13.24,7.80,-8.15,-6.74,3.81,5.23,3.11,-0.42,-4.14,2.07,-1.17,2.52,3.36,-4.78,1.99,-4.22,4.40,-8.02,-0.24,0.00,0.13
-15.98,9.50,-10.16,-4.52,2.64,5.70,4.50,-4.53,-4.38,2.69,-1.79,3.04,4.05,-4.91,2.03,-4.20,3.88,-8.98,-1.23,0.00,0.07
-13.65,15.94,-10.56,4.22,2.50,9.32,3.04,-6.88,-5.55,4.67,-2.51,4.62,3.51,-5.21,1.60,-4.40,2.48,-10.87,-0.65,0.00,-0.31
-9.01,22.38,-9.78,10.40,2.94,11.98,-1.09,-6.88,-7.64,7.37,-3.33,5.96,1.57,-3.48,0.63,-3.30,1.06,-10.99,0.72,0.00,-0.31
-5.29,24.99,-7.81,10.85,3.29,12.26,-1.16,-5.21,-6.77,9.32,-2.72,5.96,2.34,-1.19,1.75,-1.49,2.43,-9.64,1.76,0.00,1.00
-4.68,23.69,-7.21,11.04,3.13,12.20,-1.19,-3.83,-5.93,10.89,-1.62,6.28,2.42,-0.13,2.83,-0.21,3.10,-9.11,2.11,0.00,1.83
-6.27,22.67,-8.27,12.05,2.62,12.30,-2.25,-1.51,-5.91,12.19,-0.68,6.86,2.28,1.36,3.27,0.86,3.36,-8.54,2.10,0.00,2.28
-7.18,22.82,-8.79,12.09,2.97,11.54,-3.25,2.30,-5.84,13.62,-0.34,7.51,1.80,3.49,3.49,2.13,3.53,-7.53,1.98,0.00,2.95
-7.07,24.01,-9.68,13.66,3.11,11.80,-3.43,5.14,-5.66,15.22,-0.29,8.69,2.30,5.18,4.16,3.74,4.24,-6.14,2.17,0.00,4.01
-7.74,25.09,-10.05,14.64,3.14,12.55,-5.28,5.69,-6.04,15.41,-0.24,9.10,1.54,5.49,3.92,4.44,4.10,-6.26,2.06,0.00,4.41
-7.08,25.46,-8.63,13.38,3.68,12.46,-6.33,6.19,-6.25,14.59,0.24,8.52,0.69,5.18,3.71,4.25,3.69,-6.68,1.51,0.00,4.44
-6.23,25.37,-6.90,12.15,3.98,11.83,-5.06,7.89,-5.37,13.60,1.21,7.80,1.33,6.29,4.05,4.27,4.15,-5.60,0.84,0.00,4.00
-6.20,25.63,-6.14,11.49,3.88,11.38,-3.18,8.67,-4.44,12.61,1.71,7.31,2.49,7.29,4.50,3.99,5.25,-4.09,0.34,0.00,4.22
-6.84,25.60,-6.43,12.12,4.11,10.58,-2.63,8.69,-3.86,11.92,1.50,6.66,3.19,7.53,4.94,3.51,6.10,-3.17,0.27,0.00,4.67
-7.10,25.46,-6.29,13.91,4.86,10.25,-2.84,11.00,-2.73,12.10,2.23,6.76,3.86,8.55,5.66,3.61,6.99,-1.74,0.29,0.00,5.43
-7.87,24.26,-6.20,13.56,5.24,8.99,-1.37,12.92,-1.41,11.43,3.02,6.39,5.61,8.63,6.34,3.80,8.25,-0.59,-0.32,0.00,6.03
-7.97,23.91,-5.90,12.43,5.49,8.14,-0.10,11.66,-0.11,9.97,3.79,5.78,6.65,8.37,7.00,3.76,8.98,0.08,0.21,0.00,6.03
-7.27,24.24,-5.17,9.77,6.24,6.70,3.10,8.14,1.89,7.61,5.18,5.25,8.68,8.02,8.51,4.27,11.07,1.78,1.10,0.00,6.48
-7.70,23.40,-4.28,7.76,6.56,5.15,5.19,4.94,2.93,5.21,5.86,4.80,9.29,7.33,8.98,4.27,11.47,3.07,0.98,0.00,6.42
-8.29,22.01,-2.90,5.89,6.86,4.29,6.17,2.69,4.06,3.55,6.17,4.01,8.90,5.18,8.83,3.47,10.56,2.87,1.06,0.00,5.63
-8.91,21.13,-3.76,3.09,6.72,4.38,5.96,0.45,3.92,1.55,5.54,3.65,8.18,3.62,8.01,2.58,8.85,1.99,1.35,0.00,4.26
-9.14,22.01,-5.73,5.53,6.59,7.16,5.02,-0.11,2.46,0.88,4.50,4.89,7.66,4.25,7.52,2.64,8.57,2.50,2.41,0.00,3.89
-8.88,22.31,-5.26,6.94,7.05,7.65,5.41,1.27,1.99,0.81,4.24,5.12,8.08,5.62,7.35,2.90,9.62,4.05,2.40,0.00,4.41
-6.31,23.02,-2.62,2.84,8.63,4.57,7.49,1.78,3.76,0.82,5.19,3.34,9.58,7.15,8.88,3.13,12.00,6.50,2.72,0.00,5.59
-2.67,23.59,-1.08,1.26,9.66,3.64,7.38,1.45,3.52,0.76,5.67,1.57,9.00,6.59,9.47,2.83,12.18,7.10,3.16,0.00,5.39
0.86,23.80,0.22,5.22,11.04,5.96,4.92,1.32,2.87,0.96,5.63,1.73,7.85,6.25,9.17,2.62,11.90,7.26,4.18,0.00,5.56
3.35,24.11,1.74,9.05,12.19,8.78,4.32,0.79,3.34,1.64,5.73,2.28,7.95,7.28,8.95,3.37,12.64,9.44,5.49,0.00,5.94
4.61,25.15,2.65,8.88,12.21,10.41,4.91,1.11,4.06,2.43,5.82,2.72,8.75,9.40,9.52,4.68,13.62,12.82,6.89,0.00,6.84
4.50,26.70,3.37,8.53,12.12,11.87,6.07,4.64,4.50,4.71,6.08,3.57,9.70,10.89,10.10,5.39,14.24,14.80,7.49,0.00,7.80
3.74,27.69,3.23,9.13,12.12,12.81,7.36,7.47,4.71,6.39,6.18,4.36,10.31,10.88,10.23,4.77,14.41,14.77,7.81,0.00,7.98
2.31,26.94,2.65,9.35,11.51,12.48,8.88,7.36,4.96,6.33,5.99,4.29,10.58,10.44,10.36,4.07,14.62,14.95,7.26,0.00,7.82
1.05,26.61,2.31,9.81,10.85,12.41,11.01,7.38,5.81,6.35,5.68,4.68,11.03,10.68,10.64,4.19,14.74,15.22,6.91,0.00,7.94
1.26,26.18,3.13,10.08,10.88,11.75,13.20,6.49,7.24,5.54,5.69,4.84,11.75,10.76,11.00,4.33,15.41,15.61,6.75,0.00,8.11
1.67,24.97,3.53,8.59,11.14,10.48,15.68,5.85,8.56,4.38,5.77,4.37,12.38,11.26,11.51,4.95,16.55,17.23,6.62,0.00,8.85
2.50,24.56,4.00,7.04,11.63,9.53,16.77,3.58,9.32,2.38,5.45,3.87,11.96,10.05,11.04,4.62,16.54,17.30,7.02,0.00,8.56
3.23,25.64,3.52,7.19,11.75,9.44,15.93,1.61,8.49,0.33,4.33,2.83,10.13,6.78,9.15,2.78,14.63,14.58,7.48,0.00,6.98
3.12,26.21,2.23,6.91,11.05,9.58,15.64,0.18,7.27,-1.10,3.17,1.81,9.31,3.72,7.67,0.38,13.18,11.93,7.26,0.00,5.23
1.69,25.49,0.81,5.64,10.30,9.63,14.66,-0.09,6.02,-2.19,2.97,0.61,7.97,2.20,6.53,-1.41,12.08,10.13,7.06,0.00,3.77
0.02,24.56,-0.46,5.70,9.35,9.59,13.82,1.03,5.05,-2.35,2.73,0.22,6.68,0.72,5.38,-2.75,10.40,8.34,7.19,0.00,3.18
0.03,25.07,-1.14,8.85,8.80,10.98,13.25,0.73,4.27,-1.14,2.80,1.44,5.61,-0.61,4.67,-3.50,8.34,6.52,7.56,0.00,2.62
0.20,25.05,-1.68,9.08,8.54,10.70,12.51,0.19,4.11,-0.00,2.62,2.09,4.97,-1.76,4.33,-4.03,7.08,5.02,7.06,0.00,2.14
-0.45,23.61,-2.00,5.31,8.20,8.48,11.72,0.46,4.38,0.04,2.58,1.15,4.91,-2.37,4.89,-4.71,7.34,4.73,6.37,0.00,1.97
-0.60,22.59,-1.76,2.82,7.99,6.85,10.45,2.27,3.79,-0.32,2.25,-0.13,4.89,-3.39,5.04,-5.88,7.58,3.72,6.13,0.00,1.90
-1.07,21.58,-2.11,1.66,7.52,6.01,9.66,2.26,2.87,-1.45,1.83,-1.06,5.34,-4.27,5.03,-6.57,8.01,2.47,5.77,0.00,1.93
-2.84,20.30,-4.14,2.02,6.56,6.05,9.15,2.43,2.11,-1.61,1.44,-0.93,6.08,-3.94,5.23,-6.31,8.93,2.04,4.82,0.00,2.34
-3.85,20.04,-5.46,4.42,5.81,6.57,7.45,1.01,1.46,-1.38,1.44,-0.18,5.52,-3.73,5.32,-5.39,8.67,1.65,4.26,0.00,2.88
-4.33,19.88,-7.19,6.72,4.64,6.18,5.99,-3.15,0.69,-1.84,1.28,-0.54,4.02,-6.15,5.33,-6.27,7.04,-0.46,3.20,0.00,2.45
-4.78,19.29,-8.43,7.04,3.66,5.53,5.98,-3.54,0.44,-1.84,0.93,-1.04,3.78,-7.25,6.00,-7.02,6.67,-1.68,2.60,0.00,2.49
-6.20,18.31,-9.31,4.99,3.23,4.89,6.80,-3.98,1.00,-2.06,1.08,-1.48,4.57,-8.67,6.52,-7.58,6.50,-3.13,2.20,0.00,2.79
-8.53,17.87,-9.23,1.43,3.07,4.11,8.56,-2.86,2.10,-2.33,1.98,-1.30,6.31,-8.74,7.46,-7.43,7.29,-2.96,2.02,0.00,3.23
-9.19,18.49,-8.24,-2.20,2.91,3.63,7.75,-0.64,2.51,-1.73,2.34,-1.10,5.58,-8.05,7.37,-6.93,6.61,-3.83,2.55,0.00,2.96
-8.20,19.42,-7.55,-2.90,3.20,4.47,7.12,0.96,2.88,-1.11,1.95,-0.26,5.22,-7.69,7.13,-6.85,6.09,-5.36,2.72,0.00,2.77
-7.35,19.89,-8.15,-0.69,3.22,7.40,7.01,2.65,2.28,0.97,1.35,1.03,5.19,-7.31,6.49,-6.61,5.08,-6.98,2.61,0.00,2.73
-7.64,19.79,-9.12,-1.02,2.82,7.87,8.24,2.58,2.22,0.73,1.08,0.66,5.66,-7.59,6.15,-6.73,4.17,-7.82,1.89,0.00,2.31
-8.03,19.85,-10.17,-2.06,2.89,6.22,11.39,-3.11,2.90,-0.62,1.22,-1.29,7.18,-7.60,6.54,-6.54,4.48,-7.62,1.22,0.00,2.07
-8.27,20.17,-11.38,-1.71,2.60,5.79,13.62,-10.30,3.53,-2.14,1.39,-2.38,8.58,-8.47,6.54,-7.08,5.02,-8.40,1.27,0.00,1.94
-9.84,19.14,-12.98,-2.08,1.98,6.01,12.99,-14.14,2.84,-3.26,0.61,-2.42,8.46,-9.50,5.74,-7.29,4.71,-9.02,1.25,0.00,1.84
-11.71,17.36,-13.43,-2.16,1.64,6.40,9.75,-12.74,0.62,-3.25,-0.22,-1.78,6.74,-9.27,4.51,-6.79,3.53,-8.84,1.43,0.00,1.79
